SEQNO,Sex,Age,Education,Income
2021062569,0,8,5,5
2021062570,0,9,4,4
2021062571,0,9,6,2
2021062572,1,9,5,7
2021062573,0,13,5,5
2021062574,0,7,4,4
2021062576,1,10,6,7
2021062579,1,10,6,8
2021062580,0,9,4,5
2021062581,1,10,6,7
2021062582,0,8,6,6
2021062584,0,8,5,7
2021062585,0,5,6,7
2021062586,1,11,6,7
2021062587,1,6,4,6
2021062588,1,10,6,6
2021062589,0,10,4,3
2021062591,0,10,5,7
2021062593,1,7,4,8
2021062595,1,1,6,6
2021062596,0,10,5,6
2021062598,0,2,5,6
2021062599,0,4,4,8
2021062600,1,8,4,8
2021062601,0,7,6,8
2021062603,1,3,6,8
2021062605,0,8,5,1
2021062606,1,5,5,6
2021062607,1,10,4,6
2021062608,0,8,4,6
2021062609,1,9,4,5
2021062610,1,11,5,7
2021062612,1,8,4,3
2021062613,0,10,6,5
2021062614,1,11,6,7
2021062615,1,3,5,8
2021062616,1,6,6,8
2021062617,0,10,6,8
2021062618,0,10,4,7
2021062619,1,9,5,8
2021062620,1,13,2,3
2021062621,0,5,5,8
2021062622,1,10,6,5
2021062623,1,6,5,8
2021062625,0,4,5,6
2021062626,0,7,6,7
2021062627,0,5,6,8
2021062632,1,5,6,7
2021062635,1,5,5,7
2021062636,0,10,4,3
2021062637,1,12,4,8
2021062639,1,5,6,7
2021062640,0,12,4,3
2021062642,1,11,5,4
2021062643,1,8,5,8
2021062644,0,1,4,6
2021062645,0,2,4,5
2021062646,1,4,5,1
2021062647,0,3,5,8
2021062648,0,2,4,6
2021062649,1,10,4,6
2021062651,0,11,5,4
2021062652,0,8,6,6
2021062655,1,11,6,8
2021062656,1,10,5,4
2021062658,1,3,5,5
2021062659,0,9,6,6
2021062662,0,5,5,6
2021062663,0,5,5,7
2021062664,0,3,6,7
2021062665,0,4,4,6
2021062666,1,8,5,6
2021062669,0,3,5,6
2021062670,1,8,5,8
2021062672,1,7,4,6
2021062673,1,4,5,8
2021062674,0,3,6,8
2021062677,0,9,6,7
2021062678,1,8,6,8
2021062679,1,9,5,3
2021062680,1,2,5,6
2021062681,1,6,6,8
2021062682,1,6,5,8
2021062684,1,13,6,8
2021062686,1,11,5,7
2021062687,1,8,4,2
2021062689,0,4,4,4
2021062691,0,3,6,8
2021062693,1,7,5,8
2021062695,0,6,6,8
2021062698,0,8,6,8
2021062699,1,5,4,6
2021062700,1,2,3,8
2021062701,1,2,6,7
2021062702,1,10,4,5
2021062703,0,3,4,6
2021062704,0,9,5,7
2021062705,0,3,4,6
2021062706,0,3,5,8
2021062707,1,2,5,7
2021062708,0,9,6,8
2021062709,0,11,6,6
2021062712,0,9,5,7
2021062713,0,9,5,7
2021062714,1,9,4,7
2021062716,1,9,5,6
2021062717,0,9,4,5
2021062718,1,3,5,7
2021062719,0,8,5,7
2021062720,0,6,5,6
2021062721,1,7,4,3
2021062722,0,7,4,5
2021062724,0,8,3,2
2021062725,1,5,5,7
2021062726,1,2,5,8
2021062727,0,9,4,6
2021062728,1,11,6,7
2021062729,0,8,5,5
2021062730,1,7,4,8
2021062731,1,10,6,7
2021062732,0,5,4,5
2021062734,0,12,6,7
2021062737,0,5,6,1
2021062738,0,10,5,8
2021062739,1,11,3,2
2021062740,0,6,5,8
2021062741,1,9,4,4
2021062742,1,7,5,8
2021062743,1,3,5,6
2021062746,0,8,5,2
2021062749,1,4,5,7
2021062750,0,3,5,7
2021062751,1,8,6,7
2021062752,0,11,6,6
2021062754,1,4,6,8
2021062756,0,3,5,5
2021062759,0,10,6,7
2021062762,0,2,4,4
2021062763,1,6,4,6
2021062767,0,8,4,6
2021062768,1,10,5,8
2021062769,0,9,4,6
2021062770,0,7,5,8
2021062771,1,10,6,7
2021062772,0,5,4,4
2021062773,0,6,4,1
2021062774,0,1,6,8
2021062775,1,8,6,7
2021062776,0,9,5,7
2021062778,0,5,5,3
2021062779,0,8,6,8
2021062782,1,4,6,8
2021062783,0,7,4,1
2021062785,0,12,4,7
2021062786,1,8,4,6
2021062789,0,4,5,8
2021062790,1,8,5,6
2021062791,0,11,5,7
2021062794,0,7,3,7
2021062795,1,11,5,7
2021062796,0,11,6,6
2021062797,0,6,5,8
2021062801,0,3,5,7
2021062802,1,11,4,7
2021062803,0,8,5,5
2021062804,0,9,4,1
2021062806,0,2,6,5
2021062808,1,11,5,3
2021062810,0,10,5,5
2021062811,1,3,6,8
2021062812,1,2,6,7
2021062813,0,5,6,8
2021062815,0,2,4,8
2021062817,0,10,4,4
2021062818,1,4,5,3
2021062820,0,10,6,8
2021062822,0,9,3,1
2021062823,0,7,6,7
2021062824,0,8,6,8
2021062825,1,7,4,6
2021062826,1,12,5,4
2021062827,1,7,6,8
2021062828,0,3,3,6
2021062829,0,7,6,8
2021062833,1,7,5,8
2021062836,1,13,6,8
2021062837,1,11,4,6
2021062838,0,10,5,7
2021062839,1,12,6,7
2021062840,1,10,6,7
2021062843,0,9,6,8
2021062845,0,10,6,7
2021062848,1,8,3,4
2021062849,0,1,5,5
2021062851,1,5,3,5
2021062852,1,9,5,7
2021062854,0,10,5,5
2021062855,0,10,6,6
2021062856,0,1,5,5
2021062857,1,8,5,8
2021062858,0,8,6,7
2021062861,1,10,6,7
2021062863,1,9,5,7
2021062864,1,6,4,7
2021062867,0,11,4,8
2021062868,0,2,5,8
2021062869,0,3,6,8
2021062871,0,10,6,7
2021062873,0,9,5,8
2021062877,0,3,3,7
2021062878,1,2,6,8
2021062881,1,10,4,5
2021062882,0,6,6,8
2021062884,1,11,4,8
2021062885,0,2,5,7
2021062887,0,11,4,2
2021062888,0,4,4,5
2021062890,0,4,6,7
2021062891,0,2,6,6
2021062894,0,12,6,6
2021062896,0,4,5,7
2021062900,1,10,6,8
2021062901,0,4,5,7
2021062902,1,7,5,8
2021062904,0,2,6,6
2021062905,1,1,5,6
2021062909,1,3,5,7
2021062910,1,1,5,1
2021062911,1,10,5,6
2021062912,0,5,6,7
2021062913,1,4,6,8
2021062914,0,8,6,7
2021062915,1,8,4,5
2021062918,0,3,4,8
2021062919,0,7,5,5
2021062922,1,7,4,8
2021062925,1,7,5,8
2021062927,0,6,6,8
2021062928,0,6,6,7
2021062929,0,8,5,1
2021062930,1,1,4,6
2021062931,0,8,5,5
2021062934,1,8,5,6
2021062935,0,10,6,8
2021062936,0,5,6,7
2021062937,0,6,5,7
2021062938,1,3,5,7
2021062940,1,2,4,5
2021062941,0,1,6,6
2021062943,0,8,6,6
2021062944,0,9,4,2
2021062945,0,3,5,6
2021062946,1,11,6,7
2021062947,1,5,5,8
2021062949,1,7,5,7
2021062950,0,10,6,6
2021062951,0,4,6,7
2021062954,1,6,5,6
2021062956,1,8,6,7
2021062957,0,10,6,7
2021062958,1,3,4,4
2021062959,1,7,5,8
2021062961,0,2,6,6
2021062962,0,3,6,7
2021062963,1,3,6,8
2021062967,0,3,6,6
2021062968,1,2,5,1
2021062969,1,8,6,6
2021062971,0,8,6,7
2021062972,1,5,6,6
2021062973,1,13,6,7
2021062974,0,2,2,5
2021062975,0,8,5,8
2021062976,0,10,6,5
2021062978,0,3,6,7
2021062980,0,3,5,8
2021062981,0,10,4,6
2021062984,1,5,4,7
2021062986,0,9,5,7
2021062987,0,9,6,5
2021062988,1,9,5,3
2021062989,1,8,5,5
2021062991,0,11,6,7
2021062992,0,4,6,8
2021062993,0,9,5,6
2021062994,1,8,4,7
2021062995,1,10,4,7
2021062996,0,2,6,5
2021062997,0,4,6,8
2021062999,1,7,4,6
2021063000,1,7,6,7
2021063001,1,10,6,5
2021063002,1,10,5,3
2021063003,1,10,5,6
2021063004,0,10,6,8
2021063005,1,5,4,8
2021063006,1,8,4,5
2021063007,1,3,6,7
2021063009,1,6,6,7
2021063010,1,8,4,8
2021063013,0,9,6,7
2021063014,1,5,4,6
2021063015,0,4,5,5
2021063017,0,8,4,8
2021063018,0,8,4,5
2021063019,0,4,5,8
2021063020,1,7,6,8
2021063021,1,4,6,8
2021063022,0,5,5,5
2021063023,0,10,4,6
2021063024,0,4,5,7
2021063025,1,7,4,2
2021063026,1,8,6,7
2021063027,1,11,6,6
2021063031,0,9,4,5
2021063032,1,9,6,4
2021063033,1,1,5,2
2021063034,1,10,4,4
2021063035,1,4,6,8
2021063037,1,2,5,5
2021063038,0,5,6,7
2021063039,1,7,4,8
2021063040,1,8,4,5
2021063041,1,11,3,3
2021063044,1,2,5,7
2021063045,1,10,4,5
2021063047,1,11,4,6
2021063048,0,9,6,7
2021063050,1,9,4,7
2021063051,1,5,6,7
2021063052,1,12,6,6
2021063053,0,11,4,2
2021063054,1,12,6,5
2021063055,1,11,4,7
2021063056,0,8,5,2
2021063061,0,8,4,8
2021063062,1,3,4,7
2021063064,0,7,4,8
2021063067,0,12,6,7
2021063070,1,10,6,5
2021063072,0,4,3,8
2021063073,1,6,5,8
2021063074,1,12,2,5
2021063075,1,10,5,7
2021063076,1,8,6,7
2021063077,0,6,5,4
2021063079,0,10,6,7
2021063080,0,5,6,8
2021063081,1,5,4,8
2021063083,0,10,6,8
2021063084,1,4,6,7
2021063085,0,10,5,7
2021063086,0,11,5,6
2021063091,1,10,6,8
2021063092,1,13,4,4
2021063093,0,4,5,5
2021063095,1,6,5,7
2021063098,1,11,5,7
2021063100,0,4,4,4
2021063103,0,9,6,7
2021063105,0,10,6,7
2021063106,0,7,5,7
2021063107,0,11,4,6
2021063108,0,10,5,4
2021063110,0,4,5,8
2021063113,0,7,5,8
2021063115,1,6,5,7
2021063116,1,11,5,7
2021063117,0,9,5,5
2021063119,1,7,5,6
2021063120,0,8,5,4
2021063122,0,8,5,7
2021063123,0,8,4,8
2021063124,1,3,4,7
2021063125,0,11,6,7
2021063126,1,11,5,5
2021063127,1,2,6,8
2021063128,0,1,6,6
2021063130,0,11,6,6
2021063131,1,6,6,8
2021063132,0,10,4,4
2021063133,1,8,5,8
2021063135,1,10,6,7
2021063136,0,9,5,5
2021063137,0,9,6,8
2021063138,0,9,5,6
2021063140,1,9,4,5
2021063141,1,9,4,7
2021063142,1,4,5,8
2021063143,1,8,5,3
2021063144,1,3,4,7
2021063146,1,2,5,6
2021063147,0,11,6,5
2021063150,0,9,6,6
2021063151,0,8,5,7
2021063152,0,2,6,3
2021063153,1,9,4,2
2021063154,1,2,4,1
2021063155,1,12,5,6
2021063156,0,8,5,4
2021063157,0,11,3,3
2021063158,0,9,6,7
2021063159,0,11,4,8
2021063160,0,9,4,5
2021063161,1,10,4,5
2021063163,1,6,5,6
2021063164,1,7,4,7
2021063166,1,8,6,8
2021063167,0,10,6,7
2021063170,0,7,5,5
2021063173,1,4,4,6
2021063174,0,9,4,8
2021063176,1,9,5,5
2021063177,0,5,5,5
2021063179,0,12,6,8
2021063181,0,9,6,3
2021063182,1,4,4,8
2021063186,1,5,6,8
2021063187,1,7,6,8
2021063188,1,2,6,6
2021063190,0,7,6,5
2021063191,0,4,5,7
2021063192,0,9,5,8
2021063193,1,6,6,8
2021063196,1,9,5,1
2021063199,0,11,5,3
2021063200,1,4,6,6
2021063201,0,3,4,5
2021063202,1,11,5,6
2021063204,1,4,6,5
2021063205,0,6,5,7
2021063206,0,10,5,8
2021063207,0,3,6,6
2021063209,0,3,6,8
2021063210,1,9,6,3
2021063211,1,11,6,6
2021063212,1,11,6,6
2021063213,1,4,6,7
2021063214,1,9,4,7
2021063215,0,8,6,7
2021063216,0,9,5,3
2021063217,1,9,5,8
2021063218,0,11,4,6
2021063219,0,9,5,6
2021063220,1,9,5,6
2021063221,0,8,4,7
2021063222,1,7,6,8
2021063224,0,10,6,8
2021063226,0,9,5,5
2021063227,0,7,4,6
2021063228,1,12,4,6
2021063229,0,3,6,4
2021063232,0,11,5,4
2021063233,0,3,5,6
2021063234,1,10,4,7
2021063236,1,10,4,5
2021063238,1,11,5,6
2021063239,0,5,3,8
2021063240,0,2,6,5
2021063241,1,11,4,8
2021063243,0,2,6,7
2021063244,1,10,5,7
2021063245,1,6,5,7
2021063246,1,10,5,6
2021063248,1,5,5,6
2021063249,0,3,4,5
2021063250,0,3,6,4
2021063251,0,11,4,7
2021063256,0,9,4,7
2021063259,0,6,6,4
2021063260,0,8,4,4
2021063262,0,10,5,6
2021063263,1,9,3,5
2021063264,0,3,6,8
2021063265,0,10,4,7
2021063266,1,10,6,4
2021063267,0,10,4,5
2021063268,0,12,4,3
2021063269,1,9,5,5
2021063270,1,7,4,7
2021063271,1,8,5,8
2021063272,0,13,6,3
2021063273,0,11,5,4
2021063274,0,7,5,4
2021063275,0,11,5,6
2021063276,1,11,6,7
2021063277,0,9,5,6
2021063278,0,10,5,8
2021063280,1,9,6,6
2021063282,0,12,5,6
2021063283,1,3,5,7
2021063285,1,11,4,7
2021063287,1,7,6,8
2021063288,0,2,5,3
2021063290,0,3,6,3
2021063291,0,6,6,7
2021063293,0,9,4,7
2021063294,0,2,6,6
2021063295,0,7,6,8
2021063296,0,12,5,3
2021063300,1,10,5,5
2021063303,0,9,5,3
2021063306,0,4,6,7
2021063309,0,10,6,6
2021063312,1,11,6,5
2021063314,0,2,6,6
2021063316,0,3,6,8
2021063317,1,3,4,8
2021063319,0,6,6,7
2021063320,0,11,5,8
2021063321,1,4,6,8
2021063325,0,6,6,8
2021063331,0,11,5,7
2021063332,1,6,6,7
2021063334,1,10,6,8
2021063337,1,6,4,5
2021063339,0,11,6,8
2021063341,1,12,4,2
2021063345,0,10,6,5
2021063346,1,11,6,8
2021063347,1,12,5,7
2021063348,0,8,2,6
2021063349,0,5,5,7
2021063352,1,8,5,6
2021063357,0,7,5,8
2021063359,0,10,6,7
2021063360,0,6,6,6
2021063362,1,7,4,6
2021063365,0,11,4,5
2021063367,1,9,6,8
2021063375,0,6,6,8
2021063377,1,7,4,7
2021063378,1,3,6,8
2021063380,1,12,4,5
2021063382,0,13,4,4
2021063384,0,6,6,7
2021063387,0,8,4,6
2021063388,0,11,4,7
2021063390,0,10,5,6
2021063391,1,1,5,5
2021063392,0,7,5,8
2021063393,1,9,4,8
2021063395,0,8,6,7
2021063396,0,4,6,6
2021063397,0,10,6,7
2021063398,1,3,6,4
2021063399,0,9,4,5
2021063400,1,6,5,8
2021063401,0,11,6,4
2021063402,1,7,4,6
2021063405,1,8,6,8
2021063407,0,8,6,7
2021063408,1,2,6,7
2021063409,0,5,5,5
2021063410,1,6,5,6
2021063412,0,13,5,5
2021063413,1,7,6,7
2021063414,0,6,5,7
2021063415,1,4,6,7
2021063416,1,10,5,7
2021063417,1,12,6,8
2021063419,0,7,6,5
2021063420,0,10,6,6
2021063421,1,2,6,5
2021063422,1,11,4,4
2021063423,0,5,5,8
2021063424,1,8,4,7
2021063425,1,10,6,6
2021063426,0,9,4,7
2021063427,1,9,5,7
2021063428,1,8,6,6
2021063429,1,7,5,8
2021063430,1,5,5,8
2021063431,0,8,5,5
2021063432,0,9,4,3
2021063433,1,6,4,6
2021063434,0,1,4,4
2021063435,1,9,5,5
2021063437,0,2,6,5
2021063439,1,6,5,8
2021063440,1,3,6,8
2021063441,1,12,5,4
2021063442,1,12,5,6
2021063444,1,7,4,8
2021063446,1,2,5,6
2021063447,1,10,4,6
2021063448,0,4,5,6
2021063449,1,3,6,7
2021063450,0,8,5,5
2021063451,0,6,4,6
2021063452,1,9,4,7
2021063453,0,2,6,5
2021063456,0,8,5,8
2021063457,0,8,6,7
2021063458,0,7,5,6
2021063460,1,7,4,8
2021063461,0,6,6,1
2021063462,0,8,6,7
2021063463,1,7,3,5
2021063464,1,10,6,6
2021063465,0,6,5,4
2021063466,1,6,5,8
2021063468,0,2,5,8
2021063472,0,9,6,7
2021063473,1,1,5,6
2021063475,1,10,6,3
2021063476,0,1,6,8
2021063477,0,3,5,5
2021063478,0,9,5,2
2021063479,0,10,6,7
2021063480,0,1,5,3
2021063482,1,6,5,7
2021063484,0,11,6,4
2021063485,0,6,6,7
2021063486,0,3,6,6
2021063487,1,5,5,8
2021063488,1,12,6,5
2021063489,1,10,5,8
2021063490,1,12,4,5
2021063491,0,2,6,6
2021063493,1,13,4,8
2021063494,1,11,4,8
2021063497,0,11,4,5
2021063498,1,4,5,5
2021063499,1,10,5,7
2021063501,1,7,6,8
2021063504,0,8,4,8
2021063505,1,5,4,8
2021063509,0,3,5,7
2021063513,1,5,4,7
2021063514,1,8,2,5
2021063515,1,5,4,8
2021063516,0,8,5,7
2021063517,0,8,6,8
2021063518,1,10,6,7
2021063519,0,6,5,5
2021063520,0,10,4,8
2021063522,1,10,4,7
2021063527,0,4,5,8
2021063528,1,7,5,7
2021063529,1,8,6,8
2021063530,1,10,5,5
2021063531,0,1,4,3
2021063532,1,5,5,8
2021063533,0,7,5,1
2021063534,1,12,4,6
2021063535,1,9,5,6
2021063536,0,10,5,5
2021063537,1,11,5,8
2021063538,1,12,6,8
2021063541,0,11,5,8
2021063542,0,2,6,5
2021063544,1,10,6,8
2021063546,1,5,4,5
2021063547,0,9,6,4
2021063548,0,10,5,6
2021063549,0,9,4,7
2021063550,1,7,6,7
2021063552,1,13,6,7
2021063553,0,1,5,6
2021063554,1,12,5,8
2021063555,1,1,4,6
2021063556,0,4,6,8
2021063557,0,8,4,2
2021063558,0,11,6,6
2021063559,0,13,4,3
2021063560,0,12,5,2
2021063561,0,9,5,4
2021063562,1,5,5,7
2021063563,1,4,4,7
2021063564,1,6,4,8
2021063565,1,11,4,3
2021063567,1,10,5,4
2021063568,0,8,5,3
2021063569,1,1,5,5
2021063570,0,11,6,5
2021063571,0,8,5,8
2021063572,1,6,5,7
2021063573,1,11,4,7
2021063574,1,9,5,8
2021063575,0,9,4,7
2021063576,0,11,6,6
2021063577,1,1,5,6
2021063578,1,10,3,5
2021063579,1,5,4,7
2021063580,0,3,5,6
2021063582,0,10,5,5
2021063583,1,8,5,7
2021063585,0,11,5,7
2021063586,0,6,6,6
2021063587,0,8,6,8
2021063588,0,4,4,8
2021063593,0,11,6,7
2021063594,1,3,3,4
2021063595,1,7,6,7
2021063596,0,7,5,8
2021063597,0,11,5,7
2021063598,0,5,5,4
2021063599,1,7,5,5
2021063600,1,11,6,6
2021063602,1,11,5,6
2021063605,1,8,4,4
2021063606,1,6,5,8
2021063607,1,10,6,7
2021063608,0,8,3,6
2021063609,1,8,6,8
2021063610,1,3,4,8
2021063611,0,2,6,8
2021063612,1,4,5,5
2021063613,0,13,6,5
2021063614,1,13,3,5
2021063615,0,10,5,7
2021063618,0,4,5,4
2021063620,0,5,6,4
2021063621,0,4,4,6
2021063622,1,2,6,8
2021063623,1,6,4,7
2021063624,1,5,4,8
2021063626,1,7,6,8
2021063628,1,10,4,6
2021063629,0,4,5,7
2021063630,0,9,6,7
2021063631,1,1,4,5
2021063633,1,8,5,7
2021063634,1,9,3,3
2021063635,1,4,6,8
2021063637,1,7,5,7
2021063638,1,9,3,4
2021063639,1,2,5,5
2021063641,1,4,4,6
2021063643,1,13,4,7
2021063644,1,2,6,7
2021063645,1,10,6,5
2021063646,1,13,3,5
2021063649,1,9,3,1
2021063650,1,11,4,2
2021063651,0,8,4,7
2021063653,0,12,3,5
2021063654,1,1,4,7
2021063655,0,11,6,6
2021063657,0,4,6,6
2021063658,1,5,4,7
2021063659,1,3,4,6
2021063661,0,10,4,2
2021063662,0,7,4,5
2021063663,0,3,4,2
2021063664,1,12,6,8
2021063665,1,13,6,8
2021063666,0,9,6,7
2021063667,1,12,6,8
2021063669,1,10,6,5
2021063670,1,4,6,7
2021063671,1,8,3,5
2021063674,0,8,6,7
2021063675,0,11,4,6
2021063676,1,11,4,5
2021063678,0,13,5,5
2021063681,1,2,6,7
2021063683,1,9,5,5
2021063684,0,11,6,7
2021063685,1,10,6,7
2021063686,1,5,4,7
2021063687,0,8,6,8
2021063688,0,6,6,7
2021063689,0,8,5,6
2021063692,0,12,6,4
2021063693,1,8,6,8
2021063694,1,11,6,8
2021063695,0,7,5,4
2021063696,0,5,4,7
2021063697,1,9,4,6
2021063698,0,9,5,4
2021063699,0,6,6,6
2021063700,1,9,6,5
2021063703,0,10,5,5
2021063704,0,1,4,4
2021063707,1,2,3,8
2021063709,0,13,5,8
2021063710,1,1,5,8
2021063711,0,10,6,8
2021063712,0,9,6,7
2021063715,0,6,6,8
2021063716,1,7,6,8
2021063717,0,11,4,5
2021063719,1,13,6,5
2021063724,1,5,3,7
2021063725,0,8,6,3
2021063726,1,6,3,5
2021063728,0,9,6,6
2021063730,0,8,6,8
2021063732,1,7,5,8
2021063733,0,3,6,6
2021063734,0,10,5,7
2021063737,1,11,6,6
2021063740,1,11,6,7
2021063741,0,4,6,8
2021063749,1,10,6,7
2021063751,1,9,6,7
2021063752,0,6,6,8
2021063753,0,6,6,7
2021063754,1,11,4,5
2021063757,0,7,6,7
2021063759,1,4,6,8
2021063760,1,2,6,7
2021063761,1,5,4,7
2021063765,1,2,6,7
2021063767,0,8,6,8
2021063768,0,10,6,4
2021063771,0,11,4,7
2021063776,1,5,5,8
2021063779,1,10,6,8
2021063783,0,9,5,6
2021063786,1,9,4,8
2021063787,0,6,6,8
2021063789,0,9,6,7
2021063790,0,4,6,7
2021063793,1,7,5,8
2021063795,1,9,5,8
2021063796,0,11,6,7
2021063797,0,1,4,1
2021063798,0,12,6,6
2021063799,0,11,5,7
2021063801,0,10,5,4
2021063802,0,9,6,7
2021063804,1,10,4,5
2021063805,0,11,6,7
2021063806,0,11,5,5
2021063810,0,8,6,7
2021063811,1,11,6,2
2021063813,1,9,5,4
2021063816,1,11,6,8
2021063817,1,4,5,3
2021063818,1,9,5,8
2021063823,0,8,6,8
2021063824,0,9,5,7
2021063825,0,11,4,5
2021063826,1,6,4,8
2021063827,1,2,5,6
2021063828,0,3,5,6
2021063829,0,6,6,7
2021063831,1,9,6,8
2021063832,0,9,5,7
2021063833,0,1,4,4
2021063834,0,6,6,7
2021063835,1,2,6,8
2021063836,1,9,5,6
2021063837,1,10,4,5
2021063838,0,5,5,6
2021063839,1,7,6,7
2021063840,1,5,4,7
2021063841,1,8,3,3
2021063842,1,11,6,7
2021063843,0,7,6,2
2021063845,0,12,6,6
2021063846,1,3,5,5
2021063847,1,4,5,6
2021063848,0,3,6,6
2021063849,0,5,5,5
2021063850,0,8,5,6
2021063851,1,1,4,6
2021063853,0,10,4,6
2021063854,0,6,5,7
2021063855,0,5,6,4
2021063856,1,8,4,5
2021063857,1,10,6,7
2021063859,1,10,6,6
2021063860,1,3,6,7
2021063861,0,1,4,5
2021063862,1,10,6,7
2021063865,1,6,5,6
2021063866,1,10,6,6
2021063867,0,2,5,7
2021063868,0,12,5,5
2021063871,1,3,4,3
2021063872,0,9,6,8
2021063873,1,3,6,8
2021063874,1,9,6,8
2021063875,1,8,4,8
2021063876,0,7,4,8
2021063880,1,1,4,7
2021063881,0,8,5,6
2021063882,1,2,6,5
2021063883,1,9,4,5
2021063891,0,9,4,7
2021063893,0,1,4,5
2021063895,1,8,4,7
2021063898,1,8,4,1
2021063899,0,3,6,5
2021063900,0,5,6,8
2021063901,0,9,4,7
2021063902,0,10,4,5
2021063903,1,13,4,6
2021063907,0,6,6,7
2021063908,1,4,5,8
2021063909,1,10,5,2
2021063913,0,8,5,7
2021063914,0,7,6,6
2021063915,0,9,5,6
2021063916,0,8,5,3
2021063918,1,8,5,6
2021063920,1,4,5,7
2021063922,0,12,6,7
2021063924,1,3,5,7
2021063925,1,9,5,3
2021063927,1,7,6,8
2021063928,0,9,6,6
2021063929,0,10,5,7
2021063930,0,8,4,7
2021063933,0,9,5,7
2021063934,0,9,5,7
2021063935,0,6,4,8
2021063936,1,12,4,6
2021063937,1,11,6,6
2021063938,1,7,4,8
2021063939,0,6,6,7
2021063942,1,2,6,7
2021063945,0,11,5,6
2021063949,0,8,6,6
2021063950,1,8,4,6
2021063952,0,3,4,3
2021063953,1,4,6,8
2021063955,0,5,6,8
2021063956,1,10,6,7
2021063957,0,10,6,7
2021063958,0,10,5,6
2021063960,0,9,5,6
2021063961,0,8,6,5
2021063962,1,2,5,6
2021063963,1,5,5,1
2021063964,0,9,5,7
2021063966,0,6,4,5
2021063967,0,2,6,4
2021063969,0,1,6,7
2021063971,1,11,5,4
2021063972,0,5,5,7
2021063974,0,8,3,3
2021063975,1,3,5,8
2021063976,1,11,6,7
2021063977,1,11,5,5
2021063978,1,11,4,3
2021063979,1,7,6,7
2021063981,0,12,3,3
2021063982,1,9,4,6
2021063983,0,8,5,8
2021063984,0,7,6,7
2021063985,0,13,6,7
2021063986,1,8,4,6
2021063987,1,11,6,8
2021063989,0,6,5,6
2021063990,0,2,5,7
2021063992,1,7,5,3
2021063993,1,8,6,5
2021063994,0,4,5,7
2021063996,0,13,5,8
2021063997,1,5,6,7
2021063998,1,12,4,6
2021063999,0,9,4,6
2021064000,0,6,5,3
2021064001,1,6,5,8
2021064002,0,8,6,5
2021064003,0,11,5,7
2021064004,0,10,6,6
2021064005,0,3,5,8
2021064006,0,10,5,7
2021064008,0,4,6,8
2021064010,0,12,4,2
2021064011,0,7,6,8
2021064012,0,8,5,5
2021064015,0,8,4,6
2021064016,1,7,5,7
2021064017,1,6,5,7
2021064018,1,10,4,1
2021064019,0,2,6,6
2021064021,0,8,6,7
2021064022,0,6,6,8
2021064024,0,4,5,6
2021064027,0,2,5,6
2021064028,1,12,6,6
2021064030,0,3,6,7
2021064031,0,10,4,5
2021064032,1,4,5,6
2021064033,0,6,6,8
2021064034,0,9,5,8
2021064035,0,9,5,7
2021064036,0,8,6,7
2021064037,0,6,6,8
2021064038,1,1,5,1
2021064040,1,4,5,6
2021064042,0,9,5,5
2021064043,1,7,4,4
2021064044,0,13,5,5
2021064046,1,9,4,7
2021064047,0,13,5,5
2021064048,1,3,4,8
2021064049,1,9,4,3
2021064050,1,11,4,6
2021064051,1,9,4,5
2021064052,1,9,4,5
2021064053,1,10,5,5
2021064054,1,11,5,4
2021064055,0,7,5,7
2021064056,1,9,4,4
2021064057,1,12,6,6
2021064058,1,4,5,8
2021064059,0,10,6,7
2021064060,1,12,6,7
2021064061,0,13,5,1
2021064063,1,4,5,7
2021064064,1,6,3,1
2021064065,1,12,5,6
2021064066,1,9,5,8
2021064067,0,7,5,7
2021064068,0,10,5,6
2021064071,0,6,5,6
2021064072,1,10,6,6
2021064073,0,5,6,6
2021064074,1,7,4,6
2021064075,1,9,4,3
2021064076,0,6,5,6
2021064077,0,6,4,5
2021064078,1,10,5,5
2021064079,1,2,5,5
2021064081,1,4,4,5
2021064083,1,6,6,7
2021064084,1,6,4,7
2021064085,1,10,5,3
2021064087,0,10,4,7
2021064088,0,9,5,5
2021064089,1,9,4,2
2021064090,0,2,5,5
2021064091,0,11,6,5
2021064094,0,3,6,7
2021064095,0,12,5,4
2021064096,0,2,6,8
2021064097,0,5,5,6
2021064098,0,11,6,7
2021064099,0,4,5,7
2021064100,0,8,4,7
2021064101,1,4,6,6
2021064102,0,11,5,6
2021064103,1,1,5,5
2021064104,1,2,5,8
2021064105,1,4,5,7
2021064106,0,8,6,8
2021064107,0,9,5,6
2021064108,1,3,6,8
2021064109,0,3,4,7
2021064110,1,3,5,6
2021064111,1,8,5,7
2021064112,0,5,6,6
2021064113,1,2,6,7
2021064114,0,2,6,8
2021064116,1,2,6,7
2021064117,1,8,3,8
2021064118,0,9,6,6
2021064119,1,10,5,8
2021064120,0,8,4,8
2021064122,0,10,5,8
2021064123,0,13,4,6
2021064124,1,8,4,6
2021064125,0,11,6,6
2021064126,0,9,5,7
2021064127,0,5,6,6
2021064128,1,7,6,7
2021064132,0,12,5,6
2021064133,0,10,6,5
2021064134,0,8,5,4
2021064135,1,5,4,7
2021064136,1,10,6,4
2021064138,1,3,6,8
2021064141,0,9,5,6
2021064142,0,5,4,6
2021064143,0,5,4,3
2021064148,1,9,5,5
2021064149,0,10,4,5
