SEQNO,Sex,Age,Education,Income
2021224997,0,7,5,7
2021224998,1,9,4,8
2021224999,0,12,6,7
2021225000,1,13,4,6
2021225002,0,9,6,5
2021225003,0,12,4,6
2021225004,0,6,4,7
2021225005,0,13,4,5
2021225006,1,2,6,8
2021225009,0,4,6,6
2021225011,1,10,5,8
2021225012,1,13,6,6
2021225013,1,6,5,7
2021225014,1,3,5,7
2021225015,0,2,4,4
2021225016,1,8,6,6
2021225018,1,11,6,5
2021225019,0,6,6,6
2021225020,0,10,4,7
2021225021,0,3,6,6
2021225023,1,12,6,8
2021225024,0,12,4,7
2021225025,0,8,4,7
2021225026,0,8,5,7
2021225029,1,3,4,7
2021225030,0,8,6,8
2021225031,1,10,4,6
2021225035,1,6,4,5
2021225036,0,6,5,7
2021225037,1,1,4,5
2021225041,1,3,5,4
2021225042,0,6,5,8
2021225043,0,3,5,8
2021225044,1,4,4,4
2021225045,1,10,5,6
2021225046,0,6,4,8
2021225047,1,8,5,5
2021225048,0,4,6,8
2021225049,0,11,6,5
2021225050,1,12,6,7
2021225051,0,2,4,4
2021225053,0,11,4,5
2021225054,0,13,6,6
2021225055,1,5,5,6
2021225056,1,8,4,7
2021225057,1,9,4,8
2021225058,0,10,6,5
2021225059,0,2,5,7
2021225060,0,2,2,5
2021225061,1,5,5,8
2021225062,0,4,6,6
2021225063,1,7,6,7
2021225064,0,4,4,4
2021225065,1,9,5,5
2021225067,0,9,4,7
2021225068,1,4,5,4
2021225069,0,4,6,6
2021225070,0,7,6,5
2021225072,0,11,6,7
2021225073,0,3,5,5
2021225074,0,3,4,5
2021225076,1,12,4,8
2021225078,0,9,3,3
2021225079,0,4,6,7
2021225080,1,11,4,5
2021225081,0,7,4,3
2021225082,0,7,5,7
2021225083,1,8,5,6
2021225084,1,11,4,3
2021225085,1,6,6,8
2021225086,1,7,6,5
2021225087,0,12,3,2
2021225090,0,8,5,7
2021225092,0,6,6,5
2021225093,1,2,5,5
2021225094,0,7,4,7
2021225095,0,9,5,6
2021225096,0,13,4,5
2021225098,1,2,4,5
2021225099,1,7,6,7
2021225101,0,6,6,8
2021225102,0,5,4,3
2021225103,1,6,6,7
2021225104,0,9,5,6
2021225105,1,10,2,2
2021225106,0,6,4,4
2021225107,1,10,6,8
2021225108,1,6,6,7
2021225109,0,9,5,5
2021225110,0,10,4,3
2021225111,1,10,6,8
2021225112,1,5,6,8
2021225114,0,9,5,6
2021225115,1,12,6,7
2021225116,0,2,6,5
2021225119,0,11,5,5
2021225121,0,1,3,7
2021225122,1,7,4,5
2021225124,1,10,4,2
2021225125,1,3,6,7
2021225127,0,8,5,5
2021225128,0,6,4,1
2021225129,0,9,6,7
2021225130,0,11,5,2
2021225131,1,3,6,7
2021225132,1,3,3,5
2021225133,1,10,6,8
2021225135,1,4,6,7
2021225136,1,11,5,6
2021225137,0,8,4,4
2021225138,0,5,6,2
2021225140,0,5,6,5
2021225142,1,11,6,8
2021225143,0,6,5,5
2021225144,0,8,5,8
2021225145,0,11,4,7
2021225146,0,10,5,4
2021225147,0,9,6,5
2021225148,1,5,5,8
2021225149,0,6,5,7
2021225150,1,2,5,6
2021225151,1,7,5,8
2021225152,1,10,4,6
2021225154,1,9,3,5
2021225155,0,10,4,7
2021225156,0,6,5,6
2021225157,1,11,6,7
2021225159,0,1,5,3
2021225163,1,11,6,8
2021225165,1,3,4,7
2021225166,1,10,6,5
2021225168,0,8,2,7
2021225169,0,10,4,6
2021225172,1,10,6,8
2021225174,1,11,5,4
2021225175,0,4,6,5
2021225176,0,5,5,7
2021225177,0,6,5,1
2021225178,0,1,4,1
2021225180,0,8,4,6
2021225181,0,12,4,5
2021225184,1,8,5,6
2021225188,0,4,5,7
2021225189,0,5,6,4
2021225190,1,4,4,3
2021225191,1,8,5,8
2021225192,0,9,4,7
2021225194,0,6,4,5
2021225195,0,1,6,5
2021225196,0,9,5,7
2021225197,1,3,6,6
2021225198,0,6,5,5
2021225199,1,10,4,5
2021225200,0,6,6,8
2021225201,1,9,3,7
2021225202,0,6,4,8
2021225203,1,8,4,6
2021225204,1,6,3,6
2021225205,1,10,4,7
2021225207,1,9,6,8
2021225208,0,1,6,8
2021225209,0,6,5,1
2021225210,0,6,4,1
2021225211,1,5,4,6
2021225212,1,8,4,5
2021225213,1,7,4,6
2021225214,0,9,3,3
2021225216,0,4,6,8
2021225217,0,8,4,7
2021225219,0,7,5,2
2021225220,1,4,4,6
2021225221,1,7,5,7
2021225222,0,6,5,6
2021225223,1,3,5,8
2021225224,1,8,4,8
2021225226,1,3,4,5
2021225227,0,9,6,8
2021225229,1,12,6,8
2021225230,0,8,4,8
2021225232,1,12,6,7
2021225233,0,8,4,3
2021225234,0,9,4,4
2021225235,0,5,6,7
2021225237,0,9,4,6
2021225238,0,10,2,4
2021225240,1,9,6,4
2021225242,0,6,6,5
2021225243,0,10,6,6
2021225244,1,8,4,5
2021225245,1,11,5,7
2021225246,0,4,3,3
2021225247,1,5,4,8
2021225250,1,5,6,7
2021225251,0,10,6,8
2021225252,0,11,5,5
2021225253,1,11,5,5
2021225254,0,4,5,7
2021225255,0,6,3,5
2021225257,0,3,5,5
2021225258,0,5,6,8
2021225259,0,3,6,8
2021225260,0,9,5,7
2021225263,0,4,5,1
2021225264,1,8,5,8
2021225265,1,2,6,4
2021225266,0,7,4,8
2021225267,1,5,4,7
2021225271,0,3,5,7
2021225272,0,3,5,8
2021225273,1,9,4,5
2021225274,0,3,6,6
2021225278,0,7,5,3
2021225279,1,12,4,5
2021225280,0,8,5,3
2021225281,1,12,3,1
2021225282,1,8,6,6
2021225284,1,5,4,6
2021225285,0,8,5,6
2021225286,0,5,6,6
2021225288,1,10,4,7
2021225291,1,7,4,4
2021225293,1,8,6,8
2021225295,1,6,5,8
2021225297,1,12,6,6
2021225298,1,8,4,3
2021225299,1,9,4,7
2021225300,0,3,6,6
2021225301,0,3,5,3
2021225302,0,6,6,7
2021225303,0,5,6,8
2021225304,0,2,4,1
2021225305,0,10,4,4
2021225306,0,5,6,6
2021225307,0,5,6,6
2021225309,1,11,4,4
2021225314,0,5,5,4
2021225315,0,6,6,8
2021225316,0,7,5,7
2021225317,0,9,3,5
2021225318,0,11,4,5
2021225319,0,5,5,8
2021225321,1,11,4,5
2021225323,1,7,6,5
2021225324,1,13,6,8
2021225325,0,3,4,4
2021225326,0,11,5,5
2021225327,0,8,5,5
2021225330,1,8,4,7
2021225331,0,6,6,7
2021225332,1,9,4,5
2021225334,1,10,4,7
2021225335,1,4,5,7
2021225337,0,10,4,1
2021225338,1,10,4,6
2021225340,1,9,6,7
2021225341,0,6,6,6
2021225342,1,12,5,3
2021225345,0,12,5,5
2021225346,0,12,5,3
2021225347,0,10,5,2
2021225348,1,9,6,8
2021225349,0,9,3,1
2021225350,0,5,6,8
2021225351,0,7,5,7
2021225352,1,13,4,6
2021225353,0,9,4,2
2021225355,0,11,4,5
2021225357,1,10,4,5
2021225358,1,12,5,7
2021225359,1,10,4,7
2021225360,0,11,5,5
2021225361,0,7,5,2
2021225362,0,8,5,2
2021225363,1,9,5,6
2021225366,1,10,6,7
2021225367,1,4,6,7
2021225368,0,5,4,5
2021225369,1,9,6,5
2021225370,0,9,5,5
2021225372,0,7,6,8
2021225374,0,10,4,8
2021225375,0,12,5,5
2021225376,1,13,4,8
2021225377,1,5,5,7
2021225378,1,7,4,2
2021225379,0,4,6,7
2021225380,0,6,6,5
2021225383,0,3,6,6
2021225384,0,11,6,5
2021225385,0,9,4,7
2021225386,0,5,4,2
2021225387,1,10,6,6
2021225388,0,9,5,5
2021225389,0,9,6,8
2021225390,1,8,4,3
2021225392,0,3,6,8
2021225393,0,7,6,8
2021225394,1,5,4,8
2021225398,0,7,5,8
2021225399,1,9,6,7
2021225400,1,3,4,5
2021225401,1,7,5,8
2021225402,1,5,5,7
2021225403,0,3,6,6
2021225404,0,7,6,4
2021225405,0,8,4,7
2021225406,1,8,4,6
2021225407,0,7,6,6
2021225408,0,9,6,7
2021225409,0,8,4,6
2021225410,1,8,4,6
2021225411,0,7,5,7
2021225413,0,7,5,5
2021225415,1,11,3,6
2021225416,0,8,6,7
2021225417,0,10,4,4
2021225418,0,4,5,6
2021225420,0,6,4,3
2021225421,0,3,5,8
2021225422,1,7,6,7
2021225424,0,10,6,7
2021225425,1,8,4,6
2021225426,1,10,4,7
2021225427,0,8,6,5
2021225428,0,9,4,3
2021225429,0,6,5,4
2021225430,1,9,4,5
2021225432,0,8,2,2
2021225434,0,9,4,2
2021225435,0,7,4,3
2021225437,0,3,6,3
2021225438,1,11,5,8
2021225439,0,2,5,4
2021225440,1,8,6,5
2021225441,0,10,6,6
2021225443,0,9,5,7
2021225445,0,4,6,8
2021225449,0,5,5,8
2021225450,0,10,6,8
2021225451,1,11,6,8
2021225454,1,8,4,6
2021225455,0,10,6,7
2021225456,1,13,6,4
2021225457,1,5,6,8
2021225459,1,11,4,3
2021225460,0,4,4,2
2021225462,1,11,6,8
2021225463,1,10,6,8
2021225464,1,6,4,7
2021225465,1,7,2,4
2021225467,0,7,5,6
2021225468,0,4,6,6
2021225469,0,12,6,7
2021225471,0,7,4,5
2021225472,1,11,5,7
2021225473,0,11,4,4
2021225475,0,2,4,6
2021225477,1,8,4,7
2021225478,1,10,4,2
2021225480,0,5,2,5
2021225481,0,4,6,7
2021225482,0,10,6,7
2021225483,0,7,6,6
2021225484,0,8,5,2
2021225485,0,6,3,5
2021225486,0,11,6,7
2021225487,1,5,6,7
2021225489,1,5,4,4
2021225491,0,9,4,1
2021225492,0,8,4,4
2021225493,0,9,4,8
2021225494,0,11,5,4
2021225496,1,8,2,6
2021225497,1,12,6,7
2021225498,0,3,5,6
2021225499,0,10,4,6
2021225500,0,7,4,7
2021225502,0,5,5,8
2021225505,0,6,5,4
2021225506,1,11,5,8
2021225507,0,11,4,5
2021225508,0,1,6,8
2021225509,1,8,6,1
2021225510,0,7,6,6
2021225511,1,4,4,7
2021225512,1,11,5,5
2021225513,0,11,6,5
2021225514,1,8,4,8
2021225515,1,6,5,6
2021225516,0,3,5,8
2021225518,0,7,5,8
2021225521,0,5,5,7
2021225522,0,2,5,5
2021225523,0,10,5,8
2021225524,0,12,6,5
2021225525,1,4,6,6
2021225526,0,7,5,6
2021225527,0,5,4,7
2021225528,0,9,4,6
2021225529,1,13,4,6
2021225531,1,9,5,5
2021225532,0,11,4,3
2021225533,1,10,5,6
2021225534,0,9,4,8
2021225535,1,11,5,7
2021225536,1,11,4,2
2021225538,1,9,6,6
2021225539,1,3,6,8
2021225541,0,6,5,7
2021225543,1,8,4,6
2021225544,1,4,4,7
2021225546,1,11,6,8
2021225547,0,9,4,1
2021225548,0,10,4,5
2021225549,0,9,6,7
2021225550,0,8,5,6
2021225551,0,8,6,6
2021225552,0,2,4,5
2021225553,0,1,4,6
2021225554,0,10,3,4
2021225555,0,5,4,6
2021225557,0,9,5,5
2021225558,0,13,4,4
2021225559,0,10,4,3
2021225561,0,10,4,6
2021225563,1,11,6,7
2021225564,1,8,4,8
2021225565,1,10,4,7
2021225566,0,10,4,8
2021225567,0,9,4,8
2021225568,0,9,4,6
2021225569,0,13,4,5
2021225570,0,7,6,8
2021225571,1,13,4,5
2021225573,0,13,5,7
2021225574,0,6,6,8
2021225575,0,11,5,6
2021225576,0,12,6,6
2021225577,1,11,5,4
2021225578,0,9,5,4
2021225579,0,10,5,5
2021225580,1,11,5,4
2021225582,1,5,6,6
2021225585,0,13,3,3
2021225586,1,10,5,3
2021225588,1,12,4,4
2021225589,1,11,5,7
2021225591,1,10,4,6
2021225592,1,9,6,7
2021225593,1,11,4,6
2021225594,1,9,4,6
2021225596,0,11,4,7
2021225598,0,13,5,6
2021225599,1,12,6,8
2021225600,0,6,6,8
2021225601,0,11,6,6
2021225605,0,11,4,8
2021225606,1,12,4,6
2021225607,0,10,6,8
2021225608,0,10,5,6
2021225609,1,10,5,7
2021225611,1,11,4,6
2021225612,0,11,6,7
2021225613,0,12,4,6
2021225614,0,10,3,6
2021225615,1,9,4,7
2021225616,0,10,6,7
2021225617,0,11,4,7
2021225618,0,10,2,2
2021225619,0,13,4,3
2021225620,0,10,5,6
2021225621,0,8,6,8
2021225622,0,9,5,2
2021225623,0,13,6,4
2021225625,0,11,6,6
2021225626,0,13,4,3
2021225627,0,12,5,2
2021225628,1,10,6,8
2021225629,0,13,4,8
2021225630,1,12,6,6
2021225631,0,10,4,5
2021225632,0,10,5,5
2021225633,0,11,5,7
2021225634,0,10,4,6
2021225635,1,10,4,7
2021225636,1,10,6,7
2021225637,0,13,4,5
2021225638,0,10,6,7
2021225639,0,11,5,7
2021225640,0,11,5,6
2021225641,0,13,3,5
2021225642,0,12,4,4
2021225644,1,13,5,7
2021225645,0,9,4,7
2021225646,0,11,4,3
2021225647,0,10,4,1
2021225648,1,12,4,5
2021225649,0,11,6,5
2021225650,0,7,5,6
2021225651,0,9,4,5
2021225652,0,11,6,5
2021225654,0,13,6,6
2021225655,1,12,6,8
2021225656,1,10,4,3
2021225657,0,10,4,5
2021225658,0,13,4,5
2021225659,0,13,5,7
2021225660,1,13,4,7
2021225661,1,13,6,6
2021225662,0,10,4,7
2021225663,1,4,5,7
2021225664,0,12,5,6
2021225665,1,10,5,5
2021225667,0,10,6,8
2021225668,1,8,3,8
2021225670,0,12,6,6
2021225671,1,8,5,7
2021225673,1,10,6,8
2021225674,1,10,6,7
2021225675,0,12,5,8
2021225676,0,12,5,6
2021225678,1,10,5,7
2021225679,1,11,6,7
2021225680,0,7,6,8
2021225682,0,13,4,6
2021225684,1,13,4,5
2021225685,1,13,6,6
2021225687,0,10,4,5
2021225688,0,12,5,6
2021225689,1,13,4,6
2021225690,0,8,5,7
2021225691,0,8,4,3
2021225692,0,12,4,6
2021225693,1,12,6,8
2021225694,0,13,5,5
2021225695,0,13,4,5
2021225696,1,8,5,7
2021225698,1,12,6,8
2021225699,0,12,5,6
2021225700,0,10,4,5
2021225701,0,12,5,6
2021225702,0,11,5,7
2021225703,1,9,5,7
2021225704,0,11,5,8
2021225705,1,12,4,5
2021225707,1,13,4,7
2021225708,0,11,6,7
2021225709,1,9,5,4
2021225711,0,11,4,3
2021225712,1,13,6,2
2021225713,0,12,5,5
2021225714,0,11,5,7
2021225715,1,10,6,7
2021225716,1,11,4,4
2021225717,0,13,4,6
2021225718,1,13,4,5
2021225719,1,10,4,4
2021225720,0,12,4,5
2021225721,1,11,4,3
2021225722,0,8,6,7
2021225723,1,10,4,6
2021225725,1,9,6,5
2021225726,0,10,6,6
2021225727,0,11,5,7
2021225728,0,5,4,2
2021225730,0,13,5,3
2021225732,1,12,6,8
2021225733,0,12,5,6
2021225734,1,12,4,6
2021225735,0,13,6,8
2021225736,1,11,6,7
2021225737,1,10,4,5
2021225738,0,12,5,4
2021225739,1,11,5,6
2021225740,0,7,6,8
2021225741,0,11,5,5
2021225743,1,11,5,5
2021225744,0,12,6,8
2021225745,0,10,5,3
2021225746,1,12,6,6
2021225747,0,12,6,8
2021225748,0,10,6,4
2021225749,1,13,4,8
2021225751,1,13,4,5
2021225752,1,9,3,4
2021225753,0,9,4,3
2021225754,0,7,6,8
2021225755,1,10,5,8
2021225756,0,7,5,8
2021225757,1,10,4,6
2021225758,0,12,6,8
2021225759,0,13,6,8
2021225761,0,13,4,5
2021225762,1,9,6,6
2021225763,1,8,5,7
2021225764,0,9,6,6
2021225765,1,11,6,6
2021225767,0,13,4,6
2021225768,0,12,5,6
2021225769,0,11,5,6
2021225770,0,10,6,7
2021225771,0,3,5,7
2021225772,0,10,4,4
2021225773,0,5,6,7
2021225774,0,11,6,7
2021225775,1,13,5,6
2021225777,0,13,4,5
2021225778,0,12,6,7
2021225779,0,7,6,8
2021225780,0,9,5,7
2021225781,0,4,3,7
2021225782,0,12,6,8
2021225783,1,12,4,6
2021225784,0,5,4,6
2021225787,1,3,5,8
2021225788,0,9,6,7
2021225789,0,13,3,3
2021225790,0,13,4,4
2021225791,0,8,6,7
2021225792,1,13,6,6
2021225794,1,11,6,7
2021225797,0,6,6,8
2021225798,0,11,4,7
2021225800,0,8,6,7
2021225801,1,7,5,7
2021225802,0,9,5,8
2021225804,0,11,5,5
2021225805,0,11,6,7
2021225806,1,12,6,5
2021225807,0,11,5,6
2021225808,0,12,5,7
2021225809,0,12,4,5
2021225810,1,9,5,6
2021225811,0,11,6,8
2021225812,1,10,6,7
2021225813,0,13,6,4
2021225815,0,4,6,4
2021225817,0,12,6,3
2021225818,0,12,4,3
2021225819,0,10,4,5
2021225820,1,8,4,8
2021225821,1,13,6,7
2021225823,1,8,4,7
2021225824,1,11,6,7
2021225825,0,9,6,5
2021225826,1,10,5,5
2021225827,0,12,5,6
2021225828,1,13,6,6
2021225830,0,10,5,8
2021225831,1,7,4,6
2021225832,0,12,4,4
2021225833,0,4,4,8
2021225834,0,9,4,4
2021225835,0,9,6,8
2021225836,0,11,6,8
2021225837,1,9,4,5
2021225838,0,12,6,7
2021225839,0,8,5,8
2021225840,1,9,5,7
2021225841,0,12,5,7
2021225842,1,6,6,8
2021225843,1,11,5,7
2021225844,0,6,6,8
2021225845,1,11,6,8
2021225846,0,13,4,4
2021225847,0,12,6,7
2021225848,0,9,2,3
2021225849,0,12,6,7
2021225850,1,12,4,8
2021225852,0,12,4,7
2021225853,1,8,4,7
2021225854,0,8,6,7
2021225855,0,12,5,5
2021225856,1,11,6,8
2021225857,0,11,5,1
2021225858,0,13,6,7
2021225860,1,10,4,6
2021225861,0,11,5,3
2021225862,1,11,4,5
2021225863,1,12,6,6
2021225864,0,13,4,3
2021225865,0,13,5,5
2021225866,1,8,4,7
2021225867,0,13,4,6
2021225868,0,13,6,6
2021225869,1,9,4,6
2021225870,0,13,6,7
2021225871,0,13,4,6
2021225872,1,12,6,7
2021225873,1,10,4,4
2021225874,1,12,4,6
2021225875,0,11,5,6
2021225876,0,10,6,5
2021225877,0,10,4,4
2021225878,1,9,5,8
2021225881,1,9,4,6
2021225883,0,13,4,4
2021225885,0,13,4,3
2021225886,1,10,5,7
2021225887,0,11,3,5
2021225890,1,8,5,7
2021225892,1,6,4,7
2021225893,1,11,5,7
2021225894,0,7,4,5
2021225895,0,11,5,8
2021225896,0,11,5,6
2021225897,0,8,5,6
2021225899,0,12,4,7
2021225900,1,11,6,8
2021225901,0,6,6,7
2021225902,0,10,5,4
2021225903,1,9,4,5
2021225904,0,12,6,6
2021225905,1,10,4,7
2021225906,1,11,6,8
2021225907,1,11,6,8
2021225908,0,8,4,8
2021225909,1,10,4,8
2021225910,0,11,5,7
2021225911,1,1,5,6
2021225912,1,13,4,3
2021225913,0,13,4,7
2021225917,1,13,5,7
2021225918,0,13,4,6
2021225919,0,10,3,6
2021225920,0,9,5,6
2021225921,0,13,5,8
2021225922,0,11,4,5
2021225923,1,11,6,6
2021225924,1,9,4,8
2021225925,1,9,6,8
2021225927,1,9,5,8
2021225928,0,13,4,5
2021225929,1,6,5,7
2021225930,0,11,5,4
2021225931,1,5,5,6
2021225933,0,11,5,6
2021225935,0,13,5,6
2021225936,1,12,6,7
2021225937,0,12,4,3
2021225938,0,13,5,6
2021225940,0,11,6,6
2021225941,1,9,4,8
2021225942,1,13,5,6
2021225944,0,13,6,8
2021225945,1,10,4,7
2021225946,0,9,4,2
2021225947,0,9,5,6
2021225948,0,13,4,6
2021225949,0,10,6,7
2021225950,0,9,6,8
2021225951,1,13,4,5
2021225953,0,13,5,5
2021225954,0,10,6,7
2021225955,1,11,6,5
2021225958,0,8,6,8
2021225959,1,9,6,6
2021225960,0,12,5,2
2021225962,1,10,5,7
2021225963,1,10,4,6
2021225964,1,12,3,6
2021225965,0,8,4,6
2021225966,1,11,6,7
2021225967,1,9,5,5
2021225968,0,13,4,3
2021225969,1,9,3,7
2021225971,1,13,5,7
2021225972,1,11,5,5
2021225974,0,10,6,4
2021225975,1,9,5,8
2021225976,0,11,4,5
2021225977,0,12,6,3
2021225978,0,12,4,3
2021225979,0,10,5,6
2021225980,1,10,4,7
2021225981,0,1,5,8
2021225982,0,12,4,3
2021225983,1,8,4,3
2021225984,0,10,5,6
2021225985,0,11,6,7
2021225986,1,10,6,7
2021225987,0,10,5,6
2021225989,1,6,5,5
2021225990,0,7,5,5
2021225991,0,12,6,7
2021225992,0,10,6,5
2021225993,1,13,5,5
2021225994,0,13,4,7
2021225996,0,11,5,2
2021225997,0,11,6,6
2021225998,0,11,6,7
2021225999,1,7,6,6
2021226000,0,12,5,5
2021226001,0,8,6,3
2021226002,0,10,4,3
2021226004,0,8,6,8
2021226005,0,7,5,7
2021226006,1,11,4,7
2021226008,0,11,6,6
2021226009,1,13,6,5
2021226011,0,11,5,6
2021226012,0,12,5,6
2021226014,0,13,6,8
2021226015,0,13,6,6
2021226016,1,13,6,7
2021226018,0,12,4,4
2021226019,0,12,5,7
2021226020,0,10,6,8
2021226021,0,12,6,8
2021226022,0,10,6,7
2021226023,0,9,6,8
2021226025,1,10,5,8
2021226026,1,13,4,3
2021226027,1,11,6,8
2021226028,0,12,5,6
2021226030,1,10,5,8
2021226031,0,11,6,7
2021226034,1,6,6,8
2021226035,1,9,4,5
2021226038,0,11,5,6
2021226039,0,10,4,4
2021226041,0,11,6,8
2021226042,1,8,6,5
2021226043,0,6,4,8
2021226044,0,13,4,3
2021226048,0,11,5,4
2021226050,1,9,4,7
2021226051,1,13,6,7
2021226052,1,11,4,7
2021226053,0,12,4,5
2021226054,0,7,4,8
2021226056,0,12,4,4
2021226057,0,7,6,7
2021226058,1,11,5,7
2021226059,1,12,3,4
2021226060,0,11,6,8
2021226061,1,11,5,6
2021226062,0,13,4,5
2021226063,0,10,6,4
2021226064,0,10,6,4
2021226065,0,11,5,7
2021226067,0,13,2,4
2021226068,0,13,4,5
2021226069,1,11,4,8
2021226070,0,11,5,7
2021226071,1,9,6,8
2021226072,0,12,5,8
2021226073,0,13,3,3
2021226074,1,13,5,5
2021226075,1,12,4,4
2021226076,1,10,6,7
2021226077,1,9,4,1
2021226078,1,12,4,7
2021226080,0,12,5,8
2021226081,1,13,6,8
2021226082,0,12,4,7
2021226083,0,9,4,1
2021226084,1,13,6,7
2021226085,1,9,4,7
2021226086,0,11,6,8
2021226087,1,12,6,6
2021226088,0,9,5,6
2021226089,0,10,4,5
2021226090,0,10,5,6
2021226091,0,13,5,4
2021226092,1,13,3,3
2021226093,0,5,5,4
2021226094,1,12,4,6
2021226095,1,10,4,3
2021226096,0,9,5,7
2021226097,1,8,4,8
2021226098,1,10,5,8
2021226099,0,10,5,8
2021226100,1,12,6,7
2021226101,0,12,6,5
2021226102,1,11,4,7
2021226104,0,8,4,5
2021226105,0,10,6,4
2021226106,0,8,5,7
2021226108,1,12,6,6
2021226109,1,8,4,5
2021226110,1,11,4,5
2021226111,0,9,6,6
2021226112,1,9,4,8
2021226113,0,11,5,6
2021226114,0,11,6,5
2021226115,0,11,6,6
2021226116,0,11,5,6
2021226117,0,9,5,5
2021226119,0,7,5,7
2021226120,0,12,4,6
2021226121,0,13,5,5
2021226122,1,12,4,5
2021226123,0,13,6,5
2021226124,0,13,5,6
2021226126,1,12,4,4
2021226127,0,5,6,8
2021226129,0,12,4,4
2021226130,1,12,6,8
2021226131,1,10,4,8
2021226132,0,9,6,7
2021226133,0,10,6,7
2021226134,1,10,6,7
2021226135,0,7,6,8
2021226137,0,12,4,3
2021226138,1,13,4,7
2021226139,0,9,4,4
2021226140,0,10,5,6
2021226141,0,13,5,3
2021226143,0,12,6,6
2021226144,0,1,5,7
2021226145,1,13,4,8
2021226146,1,10,4,5
2021226147,0,12,5,4
2021226148,0,11,6,7
2021226149,1,10,5,5
2021226150,1,13,6,7
2021226151,0,10,4,3
2021226153,1,12,4,5
2021226154,1,12,4,6
2021226155,1,13,6,7
2021226156,0,11,5,8
2021226157,1,12,6,5
2021226158,1,12,6,5
2021226159,0,13,4,6
2021226160,1,11,6,7
2021226161,0,13,4,3
2021226162,0,11,6,6
2021226163,1,11,6,6
2021226164,0,11,5,2
2021226165,0,7,6,7
2021226166,0,10,5,6
2021226168,1,13,5,8
2021226170,1,13,6,8
2021226171,0,11,5,7
2021226172,0,9,5,5
2021226173,1,11,6,7
2021226174,0,10,5,5
2021226175,1,11,4,5
2021226177,1,11,5,5
2021226179,0,8,6,7
2021226180,0,10,6,6
2021226181,0,13,4,7
2021226182,1,11,4,5
2021226183,0,5,6,7
2021226185,1,9,5,8
2021226186,0,11,5,7
2021226187,1,11,6,8
2021226188,1,11,6,8
2021226189,1,13,4,8
2021226190,0,6,6,5
2021226191,0,12,3,6
2021226192,0,12,4,4
2021226193,0,13,4,4
2021226194,0,13,5,6
2021226195,1,11,6,8
2021226197,0,9,4,5
2021226201,0,12,4,3
2021226202,0,11,5,5
2021226203,0,11,5,5
2021226204,1,9,4,6
2021226206,1,13,6,7
2021226207,0,10,6,7
2021226208,0,7,6,7
2021226209,0,10,5,8
2021226210,0,7,5,8
2021226211,1,9,6,8
2021226212,1,11,6,8
2021226213,0,10,6,7
2021226214,0,8,4,5
2021226215,1,10,4,5
2021226216,0,8,4,7
2021226217,1,11,4,7
2021226218,0,8,6,5
2021226219,0,10,5,7
2021226220,1,9,4,6
2021226221,1,4,6,7
2021226222,0,11,4,6
2021226224,0,13,6,1
2021226225,0,13,6,7
2021226226,1,11,4,8
2021226227,0,7,5,6
2021226229,0,9,6,8
2021226230,0,12,4,4
2021226231,0,10,5,4
2021226233,0,9,6,6
2021226235,1,11,5,6
2021226236,1,10,4,7
2021226238,0,12,5,8
2021226239,0,7,6,7
2021226240,0,11,6,8
2021226241,0,9,5,4
2021226242,0,13,4,4
2021226244,0,13,6,6
2021226245,0,12,4,8
2021226251,1,11,4,2
2021226252,0,12,4,6
2021226253,1,12,4,4
2021226254,0,13,3,2
2021226256,1,12,6,7
2021226257,1,9,6,6
2021226258,0,10,4,4
2021226259,0,10,6,7
2021226260,0,12,4,5
2021226261,1,11,6,8
2021226262,1,10,4,5
2021226263,1,2,6,6
2021226264,1,13,6,8
2021226266,0,9,6,5
2021226267,1,9,6,5
2021226268,0,9,4,6
2021226269,0,9,4,5
2021226270,1,11,4,7
2021226271,1,12,5,6
2021226272,1,9,6,5
2021226273,1,12,3,2
2021226274,1,10,5,7
2021226275,0,13,5,7
2021226276,0,13,6,6
2021226277,0,10,4,5
2021226278,0,13,5,4
2021226279,0,13,4,5
2021226280,1,11,6,6
2021226281,0,9,6,5
2021226282,0,9,4,3
2021226283,0,9,6,8
2021226284,0,10,5,6
2021226285,0,11,6,7
2021226286,0,12,5,6
2021226287,0,10,6,7
2021226288,1,7,6,5
2021226289,1,10,4,7
2021226290,0,11,6,6
2021226291,0,12,5,4
2021226292,0,8,6,8
2021226294,0,13,5,1
2021226295,1,11,4,7
2021226296,1,13,5,7
2021226297,0,11,4,5
2021226299,0,3,4,6
2021226300,1,11,4,7
2021226301,0,8,6,8
2021226302,0,12,4,6
2021226303,0,8,6,5
2021226304,1,6,6,8
2021226305,0,13,6,7
2021226306,1,10,6,7
2021226307,1,10,5,7
2021226308,0,12,4,4
2021226309,0,9,5,8
2021226310,0,11,6,6
2021226311,1,12,4,5
2021226312,0,10,5,8
2021226315,1,12,5,7
2021226316,1,11,6,6
2021226317,0,6,5,1
2021226318,0,9,6,7
2021226321,1,10,3,4
2021226323,0,13,6,5
2021226324,0,12,5,7
2021226325,0,13,4,6
2021226327,0,8,4,8
2021226328,0,9,4,4
2021226329,1,11,6,7
2021226330,1,12,6,8
2021226332,0,10,4,4
2021226333,0,8,6,7
2021226334,1,10,6,8
2021226336,0,13,4,4
2021226337,0,12,6,7
2021226338,0,12,5,7
2021226339,0,10,6,7
2021226340,0,11,5,8
2021226341,1,9,6,8
2021226342,1,10,3,5
